key,Column 3
1983,未使用：海：会話01442
1984,未使用：海：会話01443
1985,未使用：海：会話01444
1986,"Just as you ordered, sir."
1987,未使用：海：会話01446
1988,未使用：海：会話01447
1989,未使用：海：会話01448
1990,未使用：海：会話01449
1991,I believe that's everything.
1992,未使用：海：会話01451
1993,未使用：海：会話01452
1994,未使用：海：会話01453
1995,"Blast! That crate was to
last us the whole moon!"
1996,未使用：海：会話01455
1997,"This is <Emphasis>not</Emphasis> where that
goes! Off with you now!"
1998,"Sod off, woman!"
1999,"Where would ye have
these sacks of dodo feed?"
2000,"Will ye be needin' these
tools as well, milord?"
2001,"You tell <Emphasis>me</Emphasis> when
<Emphasis>you've</Emphasis> had enough."
2002,"Just tell me when
you've had enough, now."
2003,We've no more wheat today.
2004,"You said the
same yesterday!"
2005,I have five kids to feed!
2006,"My coin is as good
as the next man's!"
2007,"I'm sorry, Lucky..."
2008,"Another order of lavender
from the Alchemists' Guild."
2009,"The Gridanians'll be none
too pleased 'bout that."
2010,Er... Flour?
2011,未使用：海：会話01470
2012,未使用：海：会話01471
2013,未使用：海：会話01472
2014,未使用：海：会話01473
2015,"You simply must tell me
the recipe for this gruel!"
2016,未使用：海：会話01475
2017,Kwark!
2018,未使用：海：会話01477
2019,"You need me to call
one of the milkmaids
to help you with that?"
2020,"I haven't worked so hard
since...since yesterday!"
2021,未使用：海：会話01480
2022,未使用：海：会話01481
2023,"I claim this bed
in the name of...me!"
2024,"Allow a man
a drink in peace."
2025,未使用：海：会話01484
2026,未使用：海：会話01485
2027,未使用：海：会話01486
2028,未使用：海：会話01487
2029,未使用：海：会話01488
2030,Kwe...eh...
2031,未使用：海：会話01490
2032,未使用：海：会話01491
2033,未使用：海：会話01492
2034,"Back to the corral, boy."
2035,未使用：海：会話01494
2036,未使用：海：会話01495
2037,未使用：海：会話01496
2038,未使用：海：会話01497
2039,未使用：海：会話01498
2040,未使用：海：会話01499
2041,未使用：海：会話01500
2042,"We've no choice but to
put the poor beast down."
2043,"Millioncorn and lettuce, sir."
2044,未使用：海：会話01503
2045,"You ever seen
a red rooster?"
2046,"Only after I've fried
one in dragon peppers."
2047,"But we were specifically
told the south shiel."
2048,未使用：海：会話01507
2049,"The sheep are so en-
gorged, they can't move!
What is that feed!?"
2050,未使用：海：会話01509
2051,未使用：海：会話01510
2052,未使用：海：会話01511
2053,未使用：海：会話01512
2054,未使用：海：会話01513
2055,未使用：海：会話01514
2056,"What do you mean “<Emphasis>wait</Emphasis>”?
I see three open tables!"
2057,"How about you take a
crate for yourself?"
2058,"Those dream flowers
cost us a fortune!"
2059,"Call me that again
and this bucket goes
on your head."
2060,未使用：海：会話01519
2061,Business with the cap'n?
2062,"Damned fowl keep
kicking over the paling..."
2063,"Is it true what they
say about Sea Wolves?"
2064,And your <Emphasis>gilded scepters</Emphasis>?
2065,Why don't you find out?
2066,<sniff> <sniff>
2067,"I think he may have had
one too many sips."
2068,"I do not feel safe with
the imperials so close..."
2069,"These were the only ones
to survive the Calamity."
2070,"Then I'll take ten bottles!
Price is no object!"
2071,"Her husband had left.
I meant no harm, sir."
2072,Not a sign of the blight!
2073,"This year's grapes'll
make a fine vintage."
2074,"Another round, wench!
And put it on <Emphasis>her</Emphasis> tab!"
2075,"Are you ready to discuss
the terms of our accord?"
2076,"Red wine with yer meal?
Ye'll get what I give ye."
2077,"I cannot well concentrate
with ye gawpin' at me, now."
2078,"Why must the stable-
master insist we wear
these masks in this heat!?"
2079,Zzzzzz...
2080,<snortle>
2081,"Where in the seven hells
did those two run off to!?"
2082,"These notched blades
couldn't even cut butter..."
2083,"Gonna skin us some
fishbacks, we are."
2084,"Might ye 'ave some
jerked dodo? I've had
more'n me fill o' jellyfish."
2085,"Oh, what I wouldn't give
to be back on the Deep."
2086,"Never allow the fish-
backs the upper ground!"
2087,"We must strike
while the iron is hot!"
2088,"But strike them with
what? We remain
sorely undermanned!"
2089,"Are the ballistas
ready for deployment?"
2090,"Those contraptions do
us little good without
men to operate them!"
2091,"I've an 'and free, if that
crate's too much fer ye."
2092,"I fear there won't be
enough to boil the pitch."
2093,"You 'eard of the
Ship Graveyard?"
2094,"Aye, 'tis crawling with all
manner of dark spirits!"
2095,"How'd ye fancy a bowl
o' stew with yer brown?"
2096,"Ye look right ferm... Far...
Mill... Farmar... Aye, I
reckon I's seen ye afore."
2097,"The skies haven't been
kind to the harvest."
2098,"Ye need a woman as
me to watch yer backs!"
2099,"Where's the bloody boat?
Me shoulder aches!"
2100,"Well, she can <Emphasis>certainly</Emphasis>
see <Emphasis>you</Emphasis> making an arse
of yourself with that box."
2101,"You think she
can see us?"
2102,"The tariff on ale has
risen 200 gil per barrel."
2103,"Might be time you got a
new pair o' spectacles."
2104,"Those mountains are
simply <Emphasis>enormous</Emphasis>!"
2105,You one of their mates?
2106,"Be careful with that
firesand, you fool!"
2107,"The trunnion is warped
and the cascabel cracked!"
2108,"What goes well with
warm sour ale? More ale."
2109,"I don't know why I
keep looking. I'm never
going to find it..."
2110,"Just because you are
always right, doesn't
mean you are this time."
2111,"That was the greatest
quarter bell o' me life."
2112,"The problem is getting
the ale to Radz-at-Han
without it being drunk!"
2113,"I've a mind to throw you
both in the brig to rot!"
2114,"You 'ear? The cap'n
caught 'em ruttin' like
rabbits in 'is very bunk!"
2115,"I've never seen a woman
as beautiful as you."
2116,"Sweet words comin' from
one who makes sour red."
2117,"From Ul'dah, ye say?
How'd ye roll that thing
across the strait, then!?"
2118,"Faster! Harder!
Are you even listening!?"
2119,"I'm thinkin' of layin' down
me sword after this next one."
2120,"Agh, my belly hurts somethin' fierce!"
2121,未使用：海：会話01580
2122,Urggghhh...
2123,O Nald'thal...ease my pain!
2124,"'Twas a dream so sweet... Now, it is a─hurk!─nightmare."
2125,Yellow Moooooon...
2126,Will my raging innards know no peace!?
2127,"Stay awake, now. Just...stay...zzz..."
2128,Yellow Moon. I've never seen a maid as fair...
2129,Ugh... Urggghhh...
2130,What was that!?
2131,'Twas...'twas no bird!
2132,Such a spirited beast!
2133,How peculiar...
2134,"Mummy, Mummy!
What was that thing?"
2135,"Why, that was a...er...
Why don't you ask
your father, sweetling?"
2136,"Cor! I ain't seen
nothin' like it!"
2137,What in the heavens...!?
2138,It's one o' them horses!
2139,"I don't know what the
hells's going on, but
keep up the good work!"
2140,Faster! Faster!
2141,Intriguing...
2142,"It's burning up the
quarter malm!"
2143,Don't give up!
2144,Color me impressed...
2145,Come on! You're almost there!
2146,"Something majestic
this way runs!"
2147,"Gods, I think I'm
in love... <sigh>"
2148,未使用：海：会話01607
2149,未使用：海：会話01608
2150,未使用：海：会話01609
2151,未使用：海：会話01610
2152,未使用：海：会話01611
2153,未使用：海：会話01612
2154,未使用：海：会話01613
2155,未使用：海：会話01614
2156,未使用：海：会話01615
2157,未使用：海：会話01616
2158,未使用：海：会話01617
2159,未使用：海：会話01618
2160,未使用：海：会話01619
2161,未使用：海：会話01620
2162,未使用：海：会話01621
2163,未使用：海：会話01622
2164,未使用：海：会話01623
2165,未使用：海：会話01624
2166,未使用：海：会話01625
2167,未使用：海：会話01626
2168,未使用：海：会話01627
2169,未使用：海：会話01628
2170,未使用：海：会話01629
2171,未使用：海：会話01630
2172,未使用：海：会話01631
2173,未使用：海：会話01632
2174,未使用：海：会話01633
2175,未使用：海：会話01634
2176,未使用：海：会話01635
2177,未使用：海：会話01636
2178,未使用：海：会話01637
2179,未使用：海：会話01638
2180,未使用：海：会話01639
2181,未使用：海：会話01640
2182,未使用：海：会話01641
2183,未使用：海：会話01642
2184,未使用：海：会話01643
2185,未使用：海：会話01644
2186,未使用：海：会話01645
2187,未使用：海：会話01646
2188,未使用：海：会話01647
2189,未使用：海：会話01648
2190,未使用：海：会話01649
2191,未使用：海：会話01650
2192,未使用：海：会話01651
2193,未使用：海：会話01652
2194,未使用：海：会話01653
2195,未使用：海：会話01654
2196,未使用：海：会話01655
2197,未使用：海：会話01656
2198,未使用：海：会話01657
2199,未使用：海：会話01658
2200,未使用：海：会話01659
2201,未使用：海：会話01660
2202,未使用：海：会話01661
2203,未使用：海：会話01662
2204,未使用：海：会話01663
2205,未使用：海：会話01664
2206,未使用：海：会話01665
2207,未使用：海：会話01666
2208,未使用：海：会話01667
2209,未使用：海：会話01668
2210,未使用：海：会話01669
2211,未使用：海：会話01670
2212,未使用：海：会話01671
2213,未使用：海：会話01672
2214,未使用：海：会話01673
2215,未使用：海：会話01674
2216,未使用：海：会話01675
2217,未使用：海：会話01676
2218,未使用：海：会話01677
2219,未使用：海：会話01678
2220,未使用：海：会話01679
2221,未使用：海：会話01680
2222,未使用：海：会話01681
2223,未使用：海：会話01682
2224,未使用：海：会話01683
2225,未使用：海：会話01684
2226,未使用：海：会話01685
2227,未使用：海：会話01686
2228,未使用：海：会話01687
2229,未使用：海：会話01688
2230,未使用：海：会話01689
2231,未使用：海：会話01690
2232,未使用：海：会話01691
2233,未使用：海：会話01692
2234,未使用：海：会話01693
2235,未使用：海：会話01694
2236,未使用：海：会話01695
2237,未使用：海：会話01696
2238,未使用：海：会話01697
2239,未使用：海：会話01698
2240,未使用：海：会話01699
2241,未使用：海：会話01700
2242,未使用：海：会話01701
2243,未使用：海：会話01702
2244,未使用：海：会話01703
2245,未使用：海：会話01704
2246,未使用：海：会話01705
2247,未使用：海：会話01706
2248,未使用：海：会話01707
2249,未使用：海：会話01708
2250,未使用：海：会話01709
2251,未使用：海：会話01710
2252,未使用：海：会話01711
2253,未使用：海：会話01712
2254,未使用：海：会話01713
2255,未使用：海：会話01714
2256,未使用：海：会話01715
2257,未使用：海：会話01716
2258,未使用：海：会話01717
2259,未使用：海：会話01718
2260,未使用：海：会話01719
2261,未使用：海：会話01720
2262,未使用：海：会話01721
2263,未使用：海：会話01722
2264,未使用：海：会話01723
2265,未使用：海：会話01724
2266,未使用：海：会話01725
2267,未使用：海：会話01726
2268,未使用：海：会話01727
2269,未使用：海：会話01728
2270,未使用：海：会話01729
2271,未使用：海：会話01730
2272,未使用：海：会話01731
2273,未使用：海：会話01732
2274,未使用：海：会話01733
2275,未使用：海：会話01734
2276,未使用：海：会話01735
2277,未使用：海：会話01736
2278,未使用：海：会話01737
2279,未使用：海：会話01738
2280,未使用：海：会話01739
2281,未使用：海：会話01740
2282,未使用：海：会話01741
2283,未使用：海：会話01742
2284,未使用：海：会話01743
2285,未使用：海：会話01744
2286,未使用：海：会話01745
2287,未使用：海：会話01746
2288,未使用：海：会話01747
2289,未使用：海：会話01748
2290,未使用：海：会話01749
2291,未使用：海：会話01750
2292,未使用：海：会話01751
2293,未使用：海：会話01752
2294,未使用：海：会話01753
2295,未使用：海：会話01754
2296,未使用：海：会話01755
2297,未使用：海：会話01756
