key,0,1,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
66633,Forgotten but Not Gone,JobSch300_01097,ACTOR0,ACTOR1,ACTOR2,EOBJECT0,EVENT_ACTION_SEARCH,EOBJECT1,ACTOR3,TERRITORYTYPE0,QUESTBATTLE0,LOC_FACE0,LOC_FACE1,GEARSET_UNLOCK,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX1,LOC_VFX2,LOC_LOG_MES,UNLOCK_IMAGE_CLASS,JOBSTONE_MODEL,HOW_TO_CLASS_CHANGE,HOW_TO_JOB,UNLOCK_IMAGE_JOBCHANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66634,The Last Remnants,JobSch350_01098,ACTOR0,EOBJECT0,EVENT_ACTION_PROCESS_UPPER_MIDDLE,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EVENT_ACTION_LOOKOUT_LONG,LOGMESSAGE0,LOGMESSAGE1,LOC_ACTOR0,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX1,LOC_VFX2,LOC_LOG_MES,JOBSTONE_MODEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66635,The Consequences of Anger,JobSch400_01099,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_SEARCH,ACTOR2,TERRITORYTYPE0,QUESTBATTLE0,LOGMESSAGE0,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX1,LOC_VFX2,LOC_LOG_MES,JOBSTONE_MODEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66636,In the Image of the Ancients,JobSch450_01100,ACTOR0,EVENT_ACTION_SEARCH,ITEM0,EOBJECT0,EVENT_ACTION_PROCESS_UPPER_MIDDLE,ENEMY0,ENEMY1,ENEMY2,EOBJECT1,EOBJECT2,ITEM1,ACTOR1,ITEM2,RITEM0,LOGMESSAGE0,ACTOR2,RITEM1,ACTOR3,RITEM2,ACTOR4,RITEM3,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_POS_ACTOR0,LOC_POS_ACTOR1,LOC_POS_ACTOR2,LOC_POS_ACTOR3,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ACTION3,LOC_FACE0,LOC_FACE1,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX1,LOC_VFX2,LOC_LOG_MES,,,,,,,,
66637,For Your Fellow Man,JobSch451_01101,ACTOR0,ACTOR1,ACTOR2,ACTION0,ACTOR3,ACTOR4,ACTOR5,ENEMY0,ACTOR6,ENEMY1,LOGMESSAGE0,LOGMESSAGE1,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX1,LOC_VFX2,LOC_LOG_MES,LOC_ACTOR0,LOC_ACTION1,ACT_LOOKSELF,JOBSTONE_MODEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66638,The Beast Within,JobSch500_01102,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,EOBJECT0,EVENT_ACTION_SEARCH,ACTOR5,ACTOR6,ACTOR7,TERRITORYTYPE0,QUESTBATTLE0,LOGMESSAGE0,ACTION_TIMELINE_EVENT_BOW,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX1,LOC_VFX2,LOC_LOG_MES,JOBSTONE_MODEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66639,Topaz Teachings,ClsAcn149_01103,ACTOR0,ACTOR1,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66640,A Pup No Longer (Maelstrom),ComLim001_01104,ACTOR0,ACTOR1,SCREENIMAGE0,HOW_TO_001,UNLOCK_ADD_NEW_CONTENT_TO_CF,CUT_SCENE_01,SCREENIMAGE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66641,A Pup No Longer (Twin Adder),ComGrd001_01105,ACTOR0,ACTOR1,SCREENIMAGE0,HOW_TO_001,UNLOCK_ADD_NEW_CONTENT_TO_CF,CUT_SCENE_01,SCREENIMAGE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66642,A Pup No Longer (Immortal Flames),ComUld001_01106,ACTOR0,ACTOR1,SCREENIMAGE0,HOW_TO_001,UNLOCK_ADD_NEW_CONTENT_TO_CF,CUT_SCENE_01,SCREENIMAGE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66643,Way of the Fisher,ClsFsh011_01107,CLASSJOB,ACTOR0,ACTOR1,UNLOCK_IMAGE_FISHING_BOOK,UNLOCK_IMAGE_CLASS_FSH,HOW_TO_CLASS_CHANGE,HOW_TO_GEAR_SET,UNLOCK_IMAGE_GEAR_SET,GEARSET_UNLOCK,HOW_TO_FISHING_PREPARATION,HOW_TO_JOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66644,My First Fishing Rod,ClsFsh021_01108,ACTOR0,RITEM0,HOW_TO_FISHING_BOOK,LOC_ACTOR1,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66645,Bigger Fish to Fry,ClsFsh051_01109,ACTOR0,RITEM0,LOC_ACTOR1,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66646,The Princess and the Fish,ClsFsh101_01110,ACTOR0,RITEM0,LOC_ACTOR1,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66647,Every Fish Has a Silver Lining,ClsFsh151_01111,ACTOR0,ACTOR1,ACTOR2,RITEM0,LOC_ACTOR1,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,LOC_ACTION2,EVENT_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66648,A Fish in Hot Water,ClsFsh201_01112,ACTOR0,ACTOR1,RITEM0,LOC_ACTOR1,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,LOC_ACTION2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66649,A Game of Cat and Fish,ClsFsh251_01113,ACTOR0,RITEM0,LOC_ACTOR1,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66650,Like Fish Passing in the Night,ClsFsh301_01114,ACTOR0,ACTOR1,ACTOR2,RITEM0,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,LOC_ACTION2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66651,A Fish out of Water,ClsFsh351_01115,ACTOR0,ACTOR1,ACTOR2,RITEM0,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,LOC_ACTION2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66652,Fishing in the Rain,ClsFsh401_01116,ACTOR0,ACTOR1,RITEM0,LOC_EOBJ1,LOC_POS_EOBJ1,LOC_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66653,I Believe Fish Can Fly,ClsFsh451_01117,ACTOR0,ACTOR1,ACTOR2,RITEM0,LOC_ACTOR1,LOC_EOBJ1,LOC_STAND,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_POS_STAND,LOC_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66654,So Long,ClsFsh501_01118,ACTOR0,ACTOR1,ACTOR2,ACTOR3,RITEM0,NCUT_EVENT_001,EVENT_ACTION1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66655,A Relic Reborn (Bravura),JobWar001_01119,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66656,A Relic Reborn (Curtana),JobPld001_01120,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66657,A Relic Reborn (Sphairai),JobMnk001_01121,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66658,A Relic Reborn (Gae Bolg),JobDrg001_01122,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66659,A Relic Reborn (Stardust Rod),JobBlm001_01123,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66660,A Relic Reborn (Thyrus),JobWhm001_01124,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66661,A Relic Reborn (Artemis Bow),JobBrd001_01125,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66662,A Relic Reborn (The Veil of Wiyu),JobSmn001_01126,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66663,A Relic Reborn (Omnilex),JobSch001_01127,ACTOR0,EVENT_ACTION_SEARCH,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,ACTOR1,ITEM1,INSTANCEDUNGEON0,ACTOR2,ITEM2,INSTANCEDUNGEON1,ITEM3,RITEM1,ENEMY0,ENEMY1,ENEMY2,ACTOR3,INSTANCEDUNGEON2,ACTOR4,ITEM4,INSTANCEDUNGEON3,ITEM5,INSTANCEDUNGEON4,ITEM6,INSTANCEDUNGEON5,RITEM2,LOC_POS_ACTOR0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ITEM1,,,,,,,,,,,,,,,,,,
66664,Shadows Uncast (Maelstrom),ComLim010_01128,ACTOR0,ACTOR1,INSTANCEDUNGEON0,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66665,Shadows Uncast (Twin Adder),ComGrd010_01129,ACTOR0,ACTOR1,INSTANCEDUNGEON0,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66666,Shadows Uncast (Immortal Flames),ComUld010_01130,ACTOR0,ACTOR1,INSTANCEDUNGEON0,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66667,Gilding the Bilious (Maelstrom),ComLim011_01131,ACTOR0,ACTOR1,INSTANCEDUNGEON0,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66668,Gilding the Bilious (Twin Adder),ComGrd011_01132,ACTOR0,ACTOR1,INSTANCEDUNGEON0,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66669,Gilding the Bilious (Immortal Flames),ComUld011_01133,ACTOR0,ACTOR1,INSTANCEDUNGEON0,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66670,So You Want to Be a Fisher,ClsFsh001_01134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66671,Ghosts of Amdapor,SubFst900_01135,ACTOR0,ACTOR1,INSTANCEDUNGEON0,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,SCREENIMAGE1,HOW_TO_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66672,Rock the Castrum,ManFst502_01136,ACTOR0,INSTANCEDUNGEON0,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,POPRANGE0,UNLOCK_IMAGE_DUNGEON,CUT_SCENE_01,UNLOCK_ADD_NEW_CONTENT_TO_CF,CONTENT_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66676,One Man's Trash,JobRel005_01140,ACTOR0,EVENT_ACTION_SEARCH,ITEM0,ACTOR1,QST_COMP_CHK1,ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66677,Morbid Motivation,JobRel006_01141,ACTOR0,EVENT_ACTION_SEARCH,ACTOR1,ITEM0,INSTANCEDUNGEON0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66678,Keep Your Day Job,SubSea151_01142,ACTOR0,ENEMY0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66679,Mountains out of Molehills,SubSea152_01143,ACTOR0,ENEMY0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66680,Walk of Shame,SubSea153_01144,ACTOR0,ITEM0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66681,On a Wing and a Prayer,SubSea154_01145,ACTOR0,ENEMY0,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66682,Mummy Dearest,SubSea155_01146,ACTOR0,ITEM0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66683,Nest We Forget,SubSea161_01147,ACTOR0,EOBJECT0,EVENT_ACTION_SEARCH,ENEMY0,ENEMY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66684,Toxic Avenger,SubSea162_01148,ACTOR0,ENEMY0,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66685,My Brother's Not a Keeper,SubSea163_01149,ACTOR0,ITEM0,ACTOR1,ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66686,Flowers for Aerghaemr,SubSea164_01150,ACTOR0,ITEM0,ACTOR1,EOBJECT0,EVENT_ACTION_SEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66687,Scythe Extra Large,SubSea165_01151,ACTOR0,ENEMY0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66688,I Hereby Relieve You,SubSea166_01152,ACTOR0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66689,For the Winsome,FesLgt001_01153,ACTOR0,RITEM0,QUESTACCEPT_FF13,QUESTCOMPLETE_FF13,HAIRMAKE_REWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66690,Seeking the Scoop,FesLgt002_01154,ACTOR0,RITEM0,QUESTACCEPT_FF13,QUESTCOMPLETE_FF13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66691,The Knight's Passage,FesLgt003_01155,ACTOR0,RITEM0,CUT_SCENE_N_01,QUESTACCEPT_FF13,QUESTCOMPLETE_FF13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66692,Wonder and Lightning,FesLgt004_01156,ACTOR0,RITEM0,CUT_SCENE_N_01,QUESTACCEPT_FF13,QUESTCOMPLETE_FF13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66693,In for Garuda Awakening,GaiUsd003_01157,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_SYMPATHY,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66694,In a Titan Spot,GaiUsd004_01158,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_SYMPATHY,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66695,Primal Awakening,GaiUsd101_01159,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_PROCESS_UPPER_MIDDLE,ACTOR2,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66696,Alisaie's Pledge,GaiUsd102_01160,ACTOR0,ACTOR1,LOC_ACTOR0,LOC_POS_ACTOR0,LOC_BGM1,CUTSCENE_QREDO_01,CUTSCENE_QREDO_02,CUTSCENE_QREDO_03,CUTSCENE_QREDO_04,CUTSCENE_QREDO_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66698,My Feisty Little Chocobo,SubFst911_01162,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_PROCESS_MIDDLE,ITEM0,RITEM0,REWARD0,ENEMY0,SCREENIMAGE0,HOWTO_BUDDY_SUMMON,HOWTO_BUDDY_BAG_UNLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66699,Not-so-evil Dead,FesHlw001_01163,ACTOR0,ACTOR1,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66700,Show Me the Candy,FesHlw002_01164,ACTOR0,RITEM0,ACTOR1,ACTOR2,ITEM0,ACTOR3,EVENT_ACTION_MISCHIEF,EOBJECT0,EVENT_ACTION_PROCESS_SHOR,EOBJECT1,EVENT_ACTION_PROCESS_MIDDLE,EOBJECT2,EOBJECT3,ITEM1,ITEM2,ACTOR4,ITEM3,ACTOR5,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,LEVEL_IMPB_ID,BIG_JOY,JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,
66701,I Burn for You,FesHlw003_01165,ACTOR0,ACTOR1,RITEM0,ITEM0,EOBJECT0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EVENT_ACTION_SEARCH,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,LINKSHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66702,Monstrous Mummery,FesHlw004_01166,ACTOR0,ITEM0,ACTOR1,RITEM0,ITEM1,EOBJECT0,EOBJECT1,ACTOR2,EVENT_ACTION_SEARCH,ACTOR3,ACTOR4,ITEM2,LOC_ACTOR0,LOC_EOBJ0,LOC_ACTION1,LOC_ACTION2,LOC_BGM0,LOC_BGM1,LOC_VFX1,LOC_TALKSHAPE1,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,LINKSHELL,,,,,,,,,,,,,,,,,,,,,,,,,,
66703,Not-so-evil Dead,FesHlw011_01167,ACTOR0,ACTOR1,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66704,Show Me the Candy,FesHlw012_01168,ACTOR0,RITEM0,ACTOR1,ITEM0,ACTOR2,EVENT_ACTION_MISCHIEF,EOBJECT0,EVENT_ACTION_PROCESS_SHOR,EOBJECT1,EVENT_ACTION_PROCESS_MIDDLE,EOBJECT2,EOBJECT3,ITEM1,ITEM2,ACTOR3,ACTOR4,ITEM3,ACTOR5,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,LEVEL_IMPB_ID,BIG_JOY,JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,
66705,I Burn for You,FesHlw013_01169,ACTOR0,ACTOR1,RITEM0,ITEM0,EOBJECT0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EVENT_ACTION_SEARCH,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,LINKSHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66706,Monstrous Mummery,FesHlw014_01170,ACTOR0,ITEM0,ACTOR1,RITEM0,ITEM1,EOBJECT0,EOBJECT1,ACTOR2,EVENT_ACTION_SEARCH,ACTOR3,ACTOR4,ITEM2,LOC_ACTOR0,LOC_EOBJ0,LOC_ACTION1,LOC_ACTION2,LOC_BGM0,LOC_BGM1,LOC_VFX1,LOC_TALKSHAPE1,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,LINKSHELL,,,,,,,,,,,,,,,,,,,,,,,,,,
66707,Not-so-evil Dead,FesHlw021_01171,ACTOR0,ACTOR1,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66708,Show Me the Candy,FesHlw022_01172,ACTOR0,RITEM0,ACTOR1,EVENT_ACTION_MISCHIEF,EOBJECT0,EVENT_ACTION_PROCESS_SHOR,EOBJECT1,EVENT_ACTION_PROCESS_MIDDLE,EOBJECT2,EOBJECT3,ITEM0,ITEM1,ACTOR2,ITEM2,ACTOR3,ACTOR4,ITEM3,ACTOR5,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,LEVEL_IMPB_ID,BIG_JOY,JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,
66709,I Burn for You,FesHlw023_01173,ACTOR0,ACTOR1,RITEM0,ITEM0,EOBJECT0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EVENT_ACTION_SEARCH,QUESTACCEPT_SEASON,QUESTCOMPLETE_SEASON,BIG_JOY,LINKSHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
